"currency","date","sumvolume","count","meanprice"
"ARS",2013-04-19,1.671,1,598.45
"ARS",2013-04-23,1.2604,1,793.39
"ARS",2013-04-24,1.5387,2,1156.365
"ARS",2013-04-25,1.3682,1,730.9
"ARS",2013-05-01,2,1,1035.99
"ARS",2013-05-02,1.6361,1,611.21
"ARS",2013-05-03,1.097,1,1087.52
"ARS",2013-05-10,4.2127,3,712.38
"ARS",2013-05-14,4,2,936.84
"ARS",2013-05-15,4,1,1000
"ARS",2013-05-16,1.2406,2,1080.175
"ARS",2013-05-17,0.9984,1,991.34
"ARS",2013-05-21,7.96,8,1015.32875
"ARS",2013-05-23,1.4989,2,1076.935
"ARS",2013-05-24,2.2754,3,1087.15333333333
"ARS",2013-05-28,0.99,1,1005.97
"ARS",2013-05-30,0.7619,2,1131.075
"ARS",2013-05-31,0.1596,1,1253.04
"ARS",2013-06-05,1.9997,2,922.56
"ARS",2013-06-06,1.9912,2,963.72
"ARS",2013-06-17,0.4,1,770.68
"ARS",2013-06-19,1,1,794.81
"ARS",2013-06-20,1.9085,1,838.34
"ARS",2013-06-24,1.1765,1,850
"ARS",2013-06-26,6.1,2,762.65
"ARS",2013-06-27,5,1,800
"ARS",2013-06-28,6.3131,4,693.245
"ARS",2013-07-01,4.2674,3,739.293333333333
"ARS",2013-07-02,5.84,1,710.28
"ARS",2013-07-03,14.3862,5,655.116
"ARS",2013-07-04,4.5424,4,645.4025
"ARS",2013-07-05,3.5792,2,586.595
"ARS",2013-07-06,1.2321,2,653.425
"ARS",2013-07-08,4.7133,2,650.49
"ARS",2013-07-11,2.959,3,689.04
"ARS",2013-07-12,0.9955,1,715.94
"ARS",2013-07-13,1.9796,1,783.5
"ARS",2013-07-17,5.7343,5,839.97
"ARS",2013-07-18,3.0057,3,780.26
"ARS",2013-07-19,4.5651,5,851.49
"ARS",2013-07-20,3.0093,3,820.88
"ARS",2013-07-21,0.6347,1,787.77
"ARS",2013-07-22,0.2608,1,839.64
"ARS",2013-07-23,1.2562,1,796.02
"ARS",2013-07-24,2.1664,3,823.723333333333
"ARS",2013-07-25,5.2144,4,823.4775
"ARS",2013-07-26,2.4161,3,816.603333333333
"ARS",2013-07-29,3.9994,3,787.5
"ARS",2013-07-30,3.9547,4,909.6675
"ARS",2013-07-31,3.2796,3,856.543333333333
"ARS",2013-08-01,1.4235,1,857.02
"ARS",2013-08-02,4.9062,6,893.755
"ARS",2013-08-03,1.473,2,881.795
"ARS",2013-08-04,0.554,1,902.47
"ARS",2013-08-05,3.2286,3,897.643333333333
"ARS",2013-08-06,4.319,4,870.005
"ARS",2013-08-08,4.7738,3,828.99
"ARS",2013-08-09,4.3785,4,858.74
"ARS",2013-08-10,3.4774,2,853.855
"ARS",2013-08-11,0.5586,1,895.1
"ARS",2013-08-12,5.7863,2,875.035
"ARS",2013-08-14,0.1058,1,944.83
"ARS",2013-08-15,1.6736,2,785.37
"ARS",2013-08-18,1,1,691.83
"ARS",2013-08-20,5.3049,4,951.09
"ARS",2013-08-21,3.59,2,832.115
"ARS",2013-08-22,5.9744,3,1000.95
"ARS",2013-08-23,8.5018,6,950.016666666667
"ARS",2013-08-25,1.5,2,953.66
"ARS",2013-08-26,11.8295,7,983.414285714286
"ARS",2013-08-27,1.5168,1,988.94
"ARS",2013-08-28,4.5998,4,1071.455
"ARS",2013-08-29,1.7152,2,1167.83
"ARS",2013-08-31,4.0112,3,1118.30333333333
"ARS",2013-09-02,2.9993,3,1103.13666666667
"ARS",2013-09-03,4.8287,4,1321.2925
"ARS",2013-09-04,9.625,6,1212.26666666667
"ARS",2013-09-05,1.0217,1,1132.43
"ARS",2013-09-06,2.3654,3,1169.38666666667
"ARS",2013-09-07,1,1,1094.53
"ARS",2013-09-10,10.5,4,1058.6675
"ARS",2013-09-11,1.8708,1,1069.06
"ARS",2013-09-12,2,1,1089.35
"ARS",2013-09-13,12.4034,6,1134.44833333333
"ARS",2013-09-14,3.61,1,970.43
"ARS",2013-09-15,1.23,1,974.74
"ARS",2013-09-16,8.22,5,1022.376
"ARS",2013-09-17,2.7705,2,1103.675
"ARS",2013-09-18,1.45,2,1004.285
"ARS",2013-09-19,5.5211,4,1133.0875
"ARS",2013-09-21,1.5523,1,1017.82
"ARS",2013-09-23,1,1,1049
"ARS",2013-09-24,1.6688,2,1013.495
"ARS",2013-09-25,2.7583,3,1096.24666666667
"ARS",2013-09-26,3.9499,3,1026.74333333333
"ARS",2013-09-27,0.9,1,1105.46
"ARS",2013-09-28,2,1,1185.38
"ARS",2013-09-30,0.9992,1,1197.95
"ARS",2013-10-01,6.6447,3,1204.68333333333
"ARS",2013-10-02,7.2787,7,1045.92142857143
"ARS",2013-10-03,0.4783,1,929.41
"ARS",2013-10-04,6.7503,5,1136.55
"ARS",2013-10-05,2.32,1,1077.09
"ARS",2013-10-06,2,1,999.64
"ARS",2013-10-07,16.1124,6,1059.30833333333
"ARS",2013-10-08,1.5036,2,1112.81
"ARS",2013-10-09,4.5553,2,1123.81
"ARS",2013-10-10,2.1241,2,1157.17
"ARS",2013-10-11,8.0183,4,1154.1025
"ARS",2013-10-12,1.91,1,1049
"ARS",2013-10-13,0.329,1,1049
"ARS",2013-10-14,1,1,1273.96
"ARS",2013-10-15,3.3208,2,1255.585
"ARS",2013-10-16,7.858,4,1309.6
"ARS",2013-10-17,1.68,1,1192.92
"ARS",2013-10-18,3.1752,4,1367.285
"ARS",2013-10-19,5.77,4,1332.27
"ARS",2013-10-21,1.5002,1,1783.48
"ARS",2013-10-22,9.2858,7,1821.33428571429
"ARS",2013-10-23,8.3819,6,1802.03666666667
"ARS",2013-10-24,6.2482,6,1807.18166666667
"ARS",2013-10-25,11.4999,7,1666.12571428571
"ARS",2013-10-26,11.0641,3,1565.08
"ARS",2013-10-28,2.47,2,1765.955
"ARS",2013-10-29,4.7875,3,1898.22333333333
"ARS",2013-10-30,7.0291,8,1856.91625
"ARS",2013-10-31,1.8362,4,1879.1625
"ARS",2013-11-01,2.6902,7,2009.88285714286
"ARS",2013-11-02,1.2421,2,2027.18
"ARS",2013-11-03,3.27,3,1947.44
"ARS",2013-11-04,8.0219,11,2011.90454545455
"ARS",2013-11-05,13.2902,10,2232.563
"ARS",2013-11-06,4.3557,7,2317.32857142857
"ARS",2013-11-07,8.7016,10,2746.386
"ARS",2013-11-08,17.3676,14,3004.65142857143
"ARS",2013-11-09,2.4,4,3272.0325
"ARS",2013-11-10,1.1927,2,2711.645
"ARS",2013-11-11,4.5169,10,3346.129
"ARS",2013-11-12,6.25649363,10,3422.306
"ARS",2013-11-13,10.2886,12,3648.04833333333
"ARS",2013-11-14,7.1369,6,3948.93
"ARS",2013-11-15,12.3465,14,4116.38857142857
"ARS",2013-11-16,1.7293,4,4315.8675
"ARS",2013-11-17,3.3296,3,4757.21666666667
"ARS",2013-11-18,9.5322,12,5584.84333333333
"ARS",2013-11-19,11.30098802,13,6212.05230769231
"ARS",2013-11-20,5.2031,8,5883.9875
"ARS",2013-11-21,10.0827,14,7014.46428571429
"ARS",2013-11-22,9.525,13,7604.07461538462
"ARS",2013-11-23,2.3443,6,8088.21666666667
"ARS",2013-11-25,1.9999,1,8047.45
"ARS",2013-11-26,3.4046,6,8547.78333333333
"ARS",2013-11-27,14.2636,14,9307.195
"ARS",2013-11-28,9.8727,20,10253.5
"ARS",2013-11-29,7.32045,13,10621.8307692308
"ARS",2013-11-30,0.2612,4,11533.8175
"ARS",2013-12-01,0.1,1,10549.53
"ARS",2013-12-02,5.1154,13,10229.4630769231
"ARS",2013-12-03,6.1348,13,10595.5638461538
"ARS",2013-12-04,8.0141,25,11116.6612
"ARS",2013-12-05,6.5643,19,11019.5994736842
"ARS",2013-12-06,5.4024,19,9641.13315789474
"ARS",2013-12-07,1.9904,8,9319.3125
"ARS",2013-12-08,0.42,2,9713.41
"ARS",2013-12-09,4.7174,11,10527.9727272727
"ARS",2013-12-10,9.23137979,14,9580.75214285714
"ARS",2013-12-11,6.79858,7,9439.1
"ARS",2013-12-12,3.2811,11,10810.3690909091
"ARS",2013-12-13,9.4426,7,9433.06
"ARS",2013-12-14,5.463,3,10183.3333333333
"ARS",2013-12-15,0.81,1,7411.06
"ARS",2013-12-16,18.5945,9,7891.62666666667
"ARS",2013-12-17,1.04498808,4,6894.925
"ARS",2013-12-18,14.3012,25,6584.7232
"ARS",2013-12-19,3.6746,7,6282.73571428571
"ARS",2013-12-20,2.2841,4,6830.13
"ARS",2013-12-21,0.2219,1,7211.84
"ARS",2013-12-22,0.2249,2,7256.15
"ARS",2013-12-23,3.0339,11,8811.13727272727
"ARS",2013-12-26,0.6394,6,11676.5116666667
"ARS",2013-12-27,5.6379,16,7498.7075
"ARS",2013-12-29,0.4491,2,6903.73
"ARS",2013-12-30,4.5721,11,7049.73727272727
"ARS",2013-12-31,1.1008,4,6881.4575
"ARS",2014-01-02,2.7028,6,7193.92833333333
"ARS",2014-01-03,10.0386,21,7587.87095238095
"ARS",2014-01-04,2.1398,4,8032.3125
"ARS",2014-01-05,3.8893,6,8295.23833333333
"ARS",2014-01-06,6.0814,14,8973.02714285714
"ARS",2014-01-07,0.9202,4,9484.92
"ARS",2014-01-08,6.8129,14,8715.14
"ARS",2014-01-09,2.2872,4,8190.3025
"ARS",2014-01-10,1.8305,7,8738.22857142857
"ARS",2014-01-11,0.9215,2,8975
"ARS",2014-01-13,1.6913,11,8503.84727272727
"ARS",2014-01-14,4.3022,10,9110.145
"ARS",2014-01-15,2.2627,5,9452.232
"ARS",2014-01-16,1.5598,7,9228.74714285714
"ARS",2014-01-17,3.604,6,9150.13166666667
"ARS",2014-01-18,0.7677,2,10652.095
"ARS",2014-01-19,0.5296,2,10620
"ARS",2014-01-20,3.9063,4,9037.92
"ARS",2014-01-21,2.2101,8,9634.70625
"ARS",2014-01-22,1.3511,8,9990.38625
"ARS",2014-01-23,1.0585,6,10249.6133333333
"ARS",2014-01-24,1.5206,7,10155.4642857143
"ARS",2014-01-25,1.485,3,11229.4266666667
"ARS",2014-01-27,6.8326,12,9252.27666666667
"ARS",2014-01-28,4.5665,10,9824.082
"ARS",2014-01-29,4.3976,10,10188.91
"ARS",2014-01-30,3.6431,10,9812.744
"ARS",2014-01-31,7.5638,18,9911.04777777778
"ARS",2014-02-02,0.2805,2,9949.95
"ARS",2014-02-03,4.1103,10,9706.68
"ARS",2014-02-04,7.9618,17,10077.7311764706
"ARS",2014-02-05,4.5854,16,9698.624375
"ARS",2014-02-06,6.2915,13,9659.28461538461
"ARS",2014-02-07,3.7387,8,9017.2625
"ARS",2014-02-08,0.1705,3,9098.76
"ARS",2014-02-10,5.5045,10,8134.866
"ARS",2014-02-11,2.442,8,8198.42875
"ARS",2014-02-12,3.7238,13,8187.99538461538
"ARS",2014-02-13,3.0041,8,8252.94
"ARS",2014-02-14,3.5965,10,7288.793
"ARS",2014-02-15,0.963,4,7569.2225
"ARS",2014-02-16,0.7055,1,8504.54
"ARS",2014-02-17,3.4062,11,7664.75181818182
"ARS",2014-02-18,3.8949,10,7200.719
"ARS",2014-02-19,3.2317,12,7225.68916666667
"ARS",2014-02-20,3.9821,9,6790.44
"ARS",2014-02-21,5.0429,15,6664.04066666667
"ARS",2014-02-22,4.6615,7,6291.22857142857
"ARS",2014-02-23,1.9142,5,7529.332
"ARS",2014-02-24,5.6664,13,6406.67230769231
"ARS",2014-02-25,2.417,11,5742.65090909091
"ARS",2014-02-26,2.9936,11,6933.15090909091
"ARS",2014-02-27,8.8111,11,6731.53272727273
"ARS",2014-02-28,2.765,8,6658.75375
"ARS",2014-03-01,0.3,1,7751.26
"ARS",2014-03-02,0.4796,5,7746.686
"ARS",2014-03-03,2.2172,7,7523.56571428571
"ARS",2014-03-04,2.2653,13,8434.06384615385
"ARS",2014-03-05,4.8861,10,7115.201
"ARS",2014-03-06,9.8903,17,6872.30764705882
"ARS",2014-03-07,6.6774,15,7339.38933333333
"ARS",2014-03-08,1.6349,5,6728.36
"ARS",2014-03-09,0.2072,2,6350.45
"ARS",2014-03-10,3.4964,5,6440.268
"ARS",2014-03-11,2.7604,5,6412.438
"ARS",2014-03-12,4.4017,7,6629.33714285714
"ARS",2014-03-13,2.1465,7,6509.11714285714
"ARS",2014-03-14,0.1524,1,6561.26
"ARS",2014-03-15,1.212,4,6678.9225
"ARS",2014-03-16,0.7235,1,6910.49
"ARS",2014-03-17,1.2297,4,6417.9475
"ARS",2014-03-18,2.5438,6,6467.53
"ARS",2014-03-19,6.8630717,13,6352.78153846154
"ARS",2014-03-20,1.5968224,5,6065.964
"ARS",2014-03-21,2.5180133,5,5797.716
"ARS",2014-03-22,0.0328004,1,5638.35
"ARS",2014-03-24,4.5469592,4,5593.3825
"ARS",2014-03-25,2.0550004,7,6205.50142857143
"ARS",2014-03-26,13.2775165,13,6004.00769230769
"ARS",2014-03-27,3.6815107,10,5703.926
"ARS",2014-03-28,7.9716584,9,5429.44333333333
"ARS",2014-03-29,1.3650857,3,5261.58666666667
"ARS",2014-03-30,0.0609899,1,4918.85
"ARS",2014-03-31,2.8217069,6,4771.525
"ARS",2014-04-01,4.2872227,6,4835.65666666667
"ARS",2014-04-02,3.6665348,5,4666.974
"ARS",2014-04-03,4.2843316,6,4384.43666666667
"ARS",2014-04-04,9.6628627,8,4510.67875
"ARS",2014-04-05,2.5624981,4,4434.68
"ARS",2014-04-06,0.078195,1,4688.28
"ARS",2014-04-07,6.1201141,8,4617.07875
"ARS",2014-04-08,5.1757289,6,4620.815
"ARS",2014-04-09,4.29161,11,4653.88454545455
"ARS",2014-04-10,4.8823824,5,4010.458
"ARS",2014-04-11,6.3624867,8,4343.8675
"ARS",2014-04-12,0.2699734,1,4096.7
"ARS",2014-04-14,5.7057621,15,4756.04933333333
"ARS",2014-04-15,10.5932856,17,4910.03588235294
"ARS",2014-04-16,4.9600067,7,4976.68571428571
"ARS",2014-04-17,1.9245392,4,4871.0725
"ARS",2014-04-18,0.9998208,3,5515.95
"ARS",2014-04-19,1.0130799,2,4710.89
"ARS",2014-04-20,0.0996989,1,5015.1
"ARS",2014-04-21,1.1676151,5,4871.652
"ARS",2014-04-22,11.1920009,10,4847.83
"ARS",2014-04-23,5.9085,9,4754.98777777778
"ARS",2014-04-24,12.5367,16,4786.468125
"ARS",2014-04-25,10.6836,16,4547.369375
"ARS",2014-04-28,8.1217,6,4609.10333333333
"ARS",2014-04-29,5.1552,8,4576.3675
"ARS",2014-04-30,4.4765,6,4611.42
"ARS",2014-05-01,2.0393,2,4604.705
"ARS",2014-05-02,2.1429,2,4584.2
"ARS",2014-05-03,1.4037,2,4647.07
"ARS",2014-05-05,0.5652,3,4514.63666666667
"ARS",2014-05-06,6.0673,7,4457.31285714286
"ARS",2014-05-07,7.1731,9,4510.08666666667
"ARS",2014-05-08,1.3965,2,4501.92
"ARS",2014-05-09,7.6398,9,4548.92111111111
"ARS",2014-05-10,2.7549,4,4616.42
"ARS",2014-05-11,0.1075,1,4651.5
"ARS",2014-05-12,10.5625,6,4398.35
"ARS",2014-05-13,7.8995,8,4393.15875
"ARS",2014-05-14,3.654,5,4488.808
"ARS",2014-05-15,6.6177,14,4567.24357142857
"ARS",2014-05-16,5.7208,7,4601.35428571429
"ARS",2014-05-19,2.9036,3,4632.84333333333
"ARS",2014-05-20,11.0648,10,4890.74
"ARS",2014-05-21,13.56,10,5132.34
"ARS",2014-05-22,16.9245,14,5330.575
"ARS",2014-05-23,11.7853,12,5624.59583333333
"ARS",2014-05-24,0.2347,2,5471.07
"ARS",2014-05-26,2.4013,9,6311.46333333333
"ARS",2014-05-27,7.5725,10,6090.355
"ARS",2014-05-28,4.4895,9,6232.97555555556
"ARS",2014-05-29,1.9656,4,6452.11
"ARS",2014-05-30,2.1535,6,6538.73833333333
"ARS",2014-05-31,0.0278,1,7183.98
"ARS",2014-06-02,3.0931,6,7045.78333333333
"ARS",2014-06-03,4.8693,11,7203.55909090909
"ARS",2014-06-04,8.1152,9,6964.58
"ARS",2014-06-05,4.7865,12,7221.2925
"ARS",2014-06-06,10.3936,10,7068.752
"ARS",2014-06-08,0.0709,1,6931.02
"ARS",2014-06-09,2.0905,2,6714.455
"ARS",2014-06-10,4.6299,6,7255.71
"ARS",2014-06-11,4.4349,7,7191.03142857143
"ARS",2014-06-12,5.0939,9,6892.19666666667
"ARS",2014-06-13,5.9948,9,6799.29222222222
"ARS",2014-06-14,0.44,2,6394.37
"ARS",2014-06-16,0.8513,3,6764.21
"ARS",2014-06-17,1.1006,3,7109.28
"ARS",2014-06-18,5.9266,11,6991.27363636364
"ARS",2014-06-19,4.536,7,7035.45
"ARS",2014-06-20,0.4865,1,7194.93
"ARS",2014-06-23,9.4836,11,6811.57454545455
"ARS",2014-06-24,3.1119,6,6949.645
"ARS",2014-06-25,2.4371,8,6801.11625
"ARS",2014-06-26,5.2902,9,6494.91888888889
"ARS",2014-06-27,13.0506,6,6666.73
"ARS",2014-06-30,7.7501,6,7012.93
"ARS",2014-07-01,10.3825,6,7070.335
"ARS",2014-07-02,9.075,14,7257.885
"ARS",2014-07-03,3.9942,9,7346.39777777778
"ARS",2014-07-04,3.6647,6,7314.43833333333
"ARS",2014-07-06,0.2117,1,7084.24
"ARS",2014-07-07,3.5062,7,7207.25571428571
"ARS",2014-07-08,5.0836,8,7352.5225
"ARS",2014-07-09,2.9888,6,7419.26
"ARS",2014-07-10,2.1005,6,7207.225
"ARS",2014-07-11,10.7467,16,7312.78625
"ARS",2014-07-14,4.7254,3,7290.42
"ARS",2014-07-15,2.5778,9,7372.87444444444
"ARS",2014-07-16,2.1423,6,7099.56166666667
"ARS",2014-07-17,8.6025,14,7257.08071428571
"ARS",2014-07-18,12.4692,19,7231.72421052632
"ARS",2014-07-19,0.0354,1,6325.81
"ARS",2014-07-20,1.111,1,7200.98
"ARS",2014-07-21,8.9644,18,7380.54944444444
"ARS",2014-07-22,10.1002,9,7377.75222222222
"ARS",2014-07-23,3.9183,5,7311.114
"ARS",2014-07-24,13.1353,13,7219.55
"ARS",2014-07-25,1.705,7,7342.06428571429
"ARS",2014-07-26,0.0498,1,7018.07
"ARS",2014-07-27,0.5406,1,7399.19
"ARS",2014-07-28,4.3134,9,7338.96777777778
"ARS",2014-07-29,6.4126,7,7447.77142857143
"ARS",2014-07-30,5.015,9,7048.71222222222
"ARS",2014-07-31,5.0449,9,7079.10666666667
"ARS",2014-08-01,5.821,5,7304.652
"ARS",2014-08-02,1.014,3,7177.57666666667
"ARS",2014-08-03,0.2381,2,7171.23
"ARS",2014-08-04,6.2568,10,7162.372
"ARS",2014-08-05,6.7836,11,7204.48818181818
"ARS",2014-08-06,2.7604,7,6977.86285714286
"ARS",2014-08-07,2.1344,8,7176.88
"ARS",2014-08-08,1.757,12,7300.54583333333
"ARS",2014-08-09,1.0409,5,7261.046
"ARS",2014-08-11,4.9866,12,7201.54166666667
"ARS",2014-08-12,3.8294,8,7009.84375
"ARS",2014-08-13,5.9654,14,6767.27714285714
"ARS",2014-08-14,4.8296,17,6698.47941176471
"ARS",2014-08-15,16.1919,20,6480.9605
"ARS",2014-08-16,0.4435,1,6764.37
"ARS",2014-08-19,15.3102,15,6229.70066666667
"ARS",2014-08-20,7.7269,12,6454.5775
"ARS",2014-08-21,26.3056,19,6518.94421052632
"ARS",2014-08-22,22.302,17,6495.71
"ARS",2014-08-23,2.5657,4,6448.88
"ARS",2014-08-24,0.1479,1,6761.33
"ARS",2014-08-25,3.0978,6,6827.13
"ARS",2014-08-26,3.7606,10,6830.265
"ARS",2014-08-27,7.2687,14,7171.26857142857
"ARS",2014-08-28,6.1684,9,7106.38888888889
"ARS",2014-08-29,5.0629,9,6886.20333333333
"ARS",2014-08-30,0.4271,3,7177.54333333333
"ARS",2014-08-31,1.0122,2,7301.06
"ARS",2014-09-01,4.7033,7,6853.33428571429
"ARS",2014-09-02,8.3582,15,6835.444
"ARS",2014-09-03,2.4926,6,6711.48666666667
"ARS",2014-09-04,16.5197,15,6753.506
"ARS",2014-09-05,9.0208,9,6811.31777777778
"ARS",2014-09-06,0.3954,2,7317.435
"ARS",2014-09-07,0.0719,1,6954.1
"ARS",2014-09-08,1.717,6,6436.06333333333
"ARS",2014-09-09,4.4943,9,6707.03444444444
"ARS",2014-09-10,3.8053,7,6752.01285714286
"ARS",2014-09-11,4.4815,10,6706.673
"ARS",2014-09-12,4.9738,10,6813.04
"ARS",2014-09-13,0.3423,2,6734.485
"ARS",2014-09-15,6.0029,9,6835.26777777778
"ARS",2014-09-16,4.4485,7,6617.66428571429
"ARS",2014-09-17,16.9086,22,6599.84590909091
"ARS",2014-09-18,11.4577,18,6498.51666666667
"ARS",2014-09-19,35.4016,20,6038.742
"ARS",2014-09-20,0.4932,2,6239.685
"ARS",2014-09-22,18.196,15,5768.39666666667
"ARS",2014-09-23,5.0823,11,6009.89272727273
"ARS",2014-09-24,17.8635,15,6279.11866666667
"ARS",2014-09-25,1.8636,6,6064.735
"ARS",2014-09-26,5.1804,6,5663.64333333333
"ARS",2014-09-27,1.2591,2,5993.27
"ARS",2014-09-28,1,1,5700
"ARS",2014-09-29,32.9246,16,5782.36875
"ARS",2014-09-30,18.3313,13,5630.61153846154
"ARS",2014-10-01,3.7409,8,5509.255
"ARS",2014-10-02,7.6892,11,5534.61545454545
"ARS",2014-10-03,23.5817,11,5333.98545454545
"ARS",2014-10-04,1.1582,5,5153.452
"ARS",2014-10-06,8.38,13,4944.27846153846
"ARS",2014-10-07,14,10,4700.953
"ARS",2014-10-08,31.3698,22,4727.34045454546
"ARS",2014-10-09,5.0208,8,5318.12
"ARS",2014-10-10,5.1795,9,5067.19333333333
"ARS",2014-10-11,0.9473,5,4934.946
"ARS",2014-10-12,0.3909,2,5118.775
"ARS",2014-10-13,0.9701,4,5018.6525
"ARS",2014-10-14,7.3551,16,5550.83125
"ARS",2014-10-15,21.4905,16,5384.849375
"ARS",2014-10-16,19.6831,18,5163.97888888889
"ARS",2014-10-17,6.8203,10,5381.132
"ARS",2014-10-18,3.7838,5,5166.908
"ARS",2014-10-19,3.7008,2,5350.19
"ARS",2014-10-20,5.3585,9,5400.21777777778
"ARS",2014-10-21,6.7462,10,5313.285
"ARS",2014-10-22,7.7559,16,5296.5975
"ARS",2014-10-23,8.5348,15,5170.34333333333
"ARS",2014-10-24,10.7107,15,5081.582
"ARS",2014-10-25,1.2536,2,4967.75
"ARS",2014-10-27,22.5053,15,4904.32333333333
"ARS",2014-10-28,2.2607,3,4815.43333333333
"ARS",2014-10-29,6.7795,13,4767.06153846154
"ARS",2014-10-30,11.8502,14,4641.81071428571
"ARS",2014-10-31,14.0341,13,4720.86615384615
"ARS",2014-11-01,2.7672,2,4715.87
"ARS",2014-11-02,1,1,4190
"ARS",2014-11-03,8.4157,10,4726.207
"ARS",2014-11-04,18.3114,14,4539.76785714286
"ARS",2014-11-05,4.019,9,4616.02222222222
"ARS",2014-11-06,3.0346,8,4720.59
"ARS",2014-11-07,8.1526,10,4523.451
"ARS",2014-11-08,1.5957,3,4524.69666666667
"ARS",2014-11-09,1.6214,2,5197.185
"ARS",2014-11-10,24.8809,16,4741.489375
"ARS",2014-11-11,9.1958,13,4612.14153846154
"ARS",2014-11-12,7.9483,10,4898.362
"ARS",2014-11-13,14.565,12,5487.86833333333
"ARS",2014-11-14,13.5466,13,4921.20769230769
"ARS",2014-11-15,0.0867,2,5186.925
"ARS",2014-11-17,5.5343,12,4777.11833333333
"ARS",2014-11-18,53.3308,19,4734.23421052632
"ARS",2014-11-19,17.5043,12,4756.11583333333
"ARS",2014-11-20,9.5119,12,4539.50333333333
"ARS",2014-11-21,11.387,11,4635.33818181818
"ARS",2014-11-22,4.4623,3,4703.86666666667
"ARS",2014-11-23,0.558,3,4345.13666666667
"ARS",2014-11-24,1.4179,3,4659.54
"ARS",2014-11-25,5.6608,10,4815.269
"ARS",2014-11-26,4.0769,9,4867.26444444444
"ARS",2014-11-27,8.6485,13,4744.60538461538
"ARS",2014-11-28,2.172,6,4832.03166666667
"ARS",2014-11-29,0.6776,2,4921.02
"ARS",2014-11-30,1.1624,4,4873.2375
"ARS",2014-12-01,7.0906,8,4741.25625
"ARS",2014-12-02,41.7254,22,4742.44636363636
"ARS",2014-12-03,3.7703,7,4636.60857142857
"ARS",2014-12-04,11.0529,17,4577.02117647059
"ARS",2014-12-05,13.2654,10,4513.308
"ARS",2014-12-06,0.7449,3,4726.86333333333
"ARS",2014-12-07,0.6345,4,4564.535
"ARS",2014-12-08,0.736,4,4746.74
"ARS",2014-12-09,10.7375,14,4377.65428571429
"ARS",2014-12-10,14.5193,12,4253.18916666667
"ARS",2014-12-11,8.0655,8,4241.01
"ARS",2014-12-12,12.3934,15,4292.69866666667
"ARS",2014-12-13,0.1937,1,4130.1
"ARS",2014-12-14,0.1218,1,4105.09
"ARS",2014-12-15,11.1966,14,4351.58642857143
"ARS",2014-12-16,12.0525,12,4247.49916666667
"ARS",2014-12-17,9.1762,11,4152.19727272727
"ARS",2014-12-18,12.7269,7,3982.47
"ARS",2014-12-19,9.4839,7,3949.82857142857
"ARS",2014-12-20,0.626,2,4166.405
"ARS",2014-12-22,7.8388,11,4121.19090909091
"ARS",2014-12-23,58.1685,20,4022.41
"ARS",2014-12-24,19.6764,9,4058.81444444444
"ARS",2014-12-26,0.8408,2,3787.545
"ARS",2014-12-28,0.0349,1,4297.99
"ARS",2014-12-29,14.3841,10,3931.704
"ARS",2014-12-30,7.0295,11,4046.38818181818
"ARS",2014-12-31,6.3489,5,3903.45
"ARS",2015-01-01,1.0081,2,4003.655
"ARS",2015-01-02,8.1008,7,4161.68
"ARS",2015-01-03,2.6341,6,3865.47333333333
"ARS",2015-01-04,4.8416,4,3530.7625
"ARS",2015-01-05,14.2152,20,3715.7715
"ARS",2015-01-06,18.5789,14,3640.51642857143
"ARS",2015-01-07,5.7405,8,3741.28
"ARS",2015-01-08,8.5497,8,3714.57875
"ARS",2015-01-09,20.8684,13,3708.98538461538
"ARS",2015-01-11,1.0911,2,3521.36
"ARS",2015-01-12,15.1667,10,3689.306
"ARS",2015-01-13,15.8416,9,3459.38777777778
"ARS",2015-01-14,7.6558,8,2937.095
"ARS",2015-01-15,25.5201,10,3161.379
"ARS",2015-01-16,55.2839,14,2970.64071428571
"ARS",2015-01-17,0.5951,2,3485.1
"ARS",2015-01-19,1.8032,5,3150.262
"ARS",2015-01-20,7.102,7,2778.10285714286
"ARS",2015-01-21,15.6054,11,2958.96181818182
"ARS",2015-01-22,62.5598,12,2997.5675
"ARS",2015-01-23,2.086,6,3143.54333333333
"ARS",2015-01-24,1.6154,2,3132.71
"ARS",2015-01-25,5.1342,1,3272.17
"ARS",2015-01-26,8.8961,14,3691.35214285714
"ARS",2015-01-27,18.2798,17,3457.49294117647
"ARS",2015-01-28,10.6793,8,3321.55875
"ARS",2015-01-29,8.6604,10,3246.498
"ARS",2015-01-30,9.1691,10,3210.027
"ARS",2015-01-31,0.953,1,3147.95
"ARS",2015-02-02,12.8675,12,3168.18083333333
"ARS",2015-02-03,7.0673,9,3192.57333333333
"ARS",2015-02-04,9.7183,11,3143.07727272727
"ARS",2015-02-05,32.6529,10,3195.105
"ARS",2015-02-06,21.2345,9,3044.05
"ARS",2015-02-09,69.9725,21,3006.6480952381
"ARS",2015-02-10,7.1269,4,2947.255
"ARS",2015-02-11,11.7053,15,3001.92
"ARS",2015-02-12,22.9536,19,2865.67421052632
"ARS",2015-02-13,12.1045,8,2971.95
"ARS",2015-02-15,1.1,1,2970.01
"ARS",2015-02-17,2.9774,3,3270.01
"ARS",2015-02-18,3.8524,5,3178.1
"ARS",2015-02-19,12.7264,11,3073.38727272727
"ARS",2015-02-20,19.3532,11,3162.94909090909
"ARS",2015-02-21,1.1435,1,3025.93
